02000US1 |1 |Northeast |B17001 |1 |Total: |53,147,002 |+/-8,533 |53,138,469 |53,155,535 |5,188
02000US4 |4 |West |B17018 |19 |Income in the past 12 months at or above poverty level: |14,891,307 |+/-45,149 |14,846,158 |14,936,456 |27,446
02000US4 |4 |West |B17018 |20 |Married-couple family: |11,648,030 |+/-45,216 |11,602,814 |11,693,246 |27,487
02000US4 |4 |West |B17018 |21 |Less than high school graduate |1,338,807 |+/-17,040 |1,321,767 |1,355,847 |10,359
02000US4 |4 |West |B17018 |22 |High school graduate (includes equivalency) |2,457,364 |+/-25,122 |2,432,242 |2,482,486 |15,272
02000US4 |4 |West |B17018 |23 |Some college, associate's degree |3,657,904 |+/-28,242 |3,629,662 |3,686,146 |17,169
02000US4 |4 |West |B17018 |24 |Bachelor's degree or higher |4,193,955 |+/-29,069 |4,164,886 |4,223,024 |17,671
02000US4 |4 |West |B17018 |25 |Other families: |3,243,277 |+/-26,029 |3,217,248 |3,269,306 |15,823
02000US4 |4 |West |B17018 |26 |Male householder, no wife present: |1,123,315 |+/-17,022 |1,106,293 |1,140,337 |10,348
02000US4 |4 |West |B17018 |27 |Less than high school graduate |224,377 |+/-8,765 |215,612 |233,142 |5,328
02000US4 |4 |West |B17018 |28 |High school graduate (includes equivalency) |325,646 |+/-10,421 |315,225 |336,067 |6,335
02000US4 |4 |West |B17018 |29 |Some college, associate's degree |345,609 |+/-9,429 |336,180 |355,038 |5,732
02000US4 |4 |West |B17018 |30 |Bachelor's degree or higher |227,683 |+/-6,565 |221,118 |234,248 |3,991
02000US4 |4 |West |B17018 |31 |Female householder, no husband present: |2,119,962 |+/-20,480 |2,099,482 |2,140,442 |12,450
02000US4 |4 |West |B17018 |32 |Less than high school graduate |320,944 |+/-7,992 |312,952 |328,936 |4,858
02000US4 |4 |West |B17018 |33 |High school graduate (includes equivalency) |537,657 |+/-12,253 |525,404 |549,910 |7,448
02000US4 |4 |West |B17018 |34 |Some college, associate's degree |805,965 |+/-12,074 |793,891 |818,039 |7,340
02000US4 |4 |West |B17018 |35 |Bachelor's degree or higher |455,396 |+/-10,622 |444,774 |466,018 |6,457
02000US4 |4 |West |B17019 |1 |Total: |16,421,961 |+/-45,727 |16,376,234 |16,467,688 |27,798
02000US4 |4 |West |B17019 |2 |Income in the past 12 months below poverty level: |1,530,654 |+/-23,417 |1,507,237 |1,554,071 |14,235
02000US4 |4 |West |B17019 |3 |Married-couple family: |651,263 |+/-13,796 |637,467 |665,059 |8,387
02000US4 |4 |West |B17019 |4 |Owner occupied |261,291 |+/-8,125 |253,166 |269,416 |4,939
02000US4 |4 |West |B17019 |5 |Renter occupied |389,972 |+/-10,672 |379,300 |400,644 |6,487
02000US4 |4 |West |B17019 |6 |Other families: |879,391 |+/-17,811 |861,580 |897,202 |10,827
02000US4 |4 |West |B17019 |7 |Male householder, no wife present: |154,795 |+/-8,096 |146,699 |162,891 |4,922
02000US4 |4 |West |B17019 |8 |Owner occupied |45,158 |+/-3,202 |41,956 |48,360 |1,947
02000US4 |4 |West |B17019 |9 |Renter occupied |109,637 |+/-6,933 |102,704 |116,570 |4,214
02000US4 |4 |West |B17019 |10 |Female householder, no husband present: |724,596 |+/-15,808 |708,788 |740,404 |9,610
02000US4 |4 |West |B17019 |11 |Owner occupied |157,118 |+/-7,577 |149,541 |164,695 |4,606
02000US4 |4 |West |B17019 |12 |Renter occupied |567,478 |+/-14,369 |553,109 |581,847 |8,735
02000US4 |4 |West |B17019 |13 |Income in the past 12 months at or above poverty level: |14,891,307 |+/-45,149 |14,846,158 |14,936,456 |27,446
02000US4 |4 |West |B17019 |14 |Married-couple family: |11,648,030 |+/-45,216 |11,602,814 |11,693,246 |27,487
02000US4 |4 |West |B17019 |15 |Owner occupied |9,218,540 |+/-35,556 |9,182,984 |9,254,096 |21,615
02000US4 |4 |West |B17019 |16 |Renter occupied |2,429,490 |+/-27,651 |2,401,839 |2,457,141 |16,809
02000US4 |4 |West |B17019 |17 |Other families: |3,243,277 |+/-26,029 |3,217,248 |3,269,306 |15,823
02000US4 |4 |West |B17019 |18 |Male householder, no wife present: |1,123,315 |+/-17,022 |1,106,293 |1,140,337 |10,348
02000US4 |4 |West |B17019 |19 |Owner occupied |615,356 |+/-13,164 |602,192 |628,520 |8,002
02000US4 |4 |West |B17019 |20 |Renter occupied |507,959 |+/-12,151 |495,808 |520,110 |7,386
02000US4 |4 |West |B17019 |21 |Female householder, no husband present: |2,119,962 |+/-20,480 |2,099,482 |2,140,442 |12,450
02000US4 |4 |West |B17019 |22 |Owner occupied |1,158,733 |+/-16,739 |1,141,994 |1,175,472 |10,176
02000US4 |4 |West |B17019 |23 |Renter occupied |961,229 |+/-15,659 |945,570 |976,888 |9,519
02000US4 |4 |West |B17020A |1 |Total: |46,812,430 |+/-75,019 |46,737,411 |46,887,449 |45,604
02000US4 |4 |West |B17020A |2 |Income in the past 12 months below poverty level: |5,205,855 |+/-70,057 |5,135,798 |5,275,912 |42,588
02000US4 |4 |West |B17020A |3 |Under 5 years |506,609 |+/-15,412 |491,197 |522,021 |9,369
02000US4 |4 |West |B17020A |4 |5 years |91,699 |+/-5,189 |86,510 |96,888 |3,154
02000US4 |4 |West |B17020A |5 |6 to 11 years |520,078 |+/-15,855 |504,223 |535,933 |9,639
02000US4 |4 |West |B17020A |6 |12 to 17 years |492,964 |+/-17,862 |475,102 |510,826 |10,858
02000US4 |4 |West |B17020A |7 |18 to 64 years |3,143,879 |+/-40,969 |3,102,910 |3,184,848 |24,905
02000US4 |4 |West |B17020A |8 |65 to 74 years |200,826 |+/-7,546 |193,280 |208,372 |4,587
02000US4 |4 |West |B17020A |9 |75 years and over |249,800 |+/-7,474 |242,326 |257,274 |4,543
02000US4 |4 |West |B17020A |10 |Income in the past 12 months at or above poverty level: |41,606,575 |+/-93,993 |41,512,582 |41,700,568 |57,139
02000US4 |4 |West |B17020A |11 |Under 5 years |2,562,893 |+/-16,539 |2,546,354 |2,579,432 |10,054
02000US4 |4 |West |B17020A |12 |5 years |489,116 |+/-11,981 |477,135 |501,097 |7,283
02000US4 |4 |West |B17020A |13 |6 to 11 years |3,048,159 |+/-28,209 |3,019,950 |3,076,368 |17,148
02000US4 |4 |West |B17020A |14 |12 to 17 years |3,344,521 |+/-21,651 |3,322,870 |3,366,172 |13,161
02000US4 |4 |West |B17020A |15 |18 to 64 years |26,580,405 |+/-57,020 |26,523,385 |26,637,425 |34,662
02000US4 |4 |West |B17020A |16 |65 to 74 years |2,887,651 |+/-9,197 |2,878,454 |2,896,848 |5,591
02000US4 |4 |West |B17020A |17 |75 years and over |2,693,830 |+/-9,102 |2,684,728 |2,702,932 |5,533
02000US4 |4 |West |B17020B |1 |Total: |3,078,243 |+/-18,047 |3,060,196 |3,096,290 |10,971
02000US4 |4 |West |B17020B |2 |Income in the past 12 months below poverty level: |642,074 |+/-20,175 |621,899 |662,249 |12,265
02000US4 |4 |West |B17020B |3 |Under 5 years |74,270 |+/-6,207 |68,063 |80,477 |3,773
02000US4 |4 |West |B17020B |4 |5 years |14,870 |+/-2,150 |12,720 |17,020 |1,307
02000US4 |4 |West |B17020B |5 |6 to 11 years |82,073 |+/-6,230 |75,843 |88,303 |3,787
02000US4 |4 |West |B17020B |6 |12 to 17 years |90,120 |+/-6,231 |83,889 |96,351 |3,788
02000US4 |4 |West |B17020B |7 |18 to 64 years |345,896 |+/-10,536 |335,360 |356,432 |6,405
02000US4 |4 |West |B17020B |8 |65 to 74 years |19,575 |+/-2,157 |17,418 |21,732 |1,312
02000US4 |4 |West |B17020B |9 |75 years and over |15,270 |+/-1,826 |13,444 |17,096 |1,110
02000US4 |4 |West |B17020B |10 |Income in the past 12 months at or above poverty level: |2,436,169 |+/-24,449 |2,411,720 |2,460,618 |14,862
02000US4 |4 |West |B17020B |11 |Under 5 years |164,208 |+/-7,835 |156,373 |172,043 |4,763
02000US4 |4 |West |B17020B |12 |5 years |33,065 |+/-3,088 |29,977 |36,153 |1,877
02000US4 |4 |West |B17020B |13 |6 to 11 years |209,776 |+/-7,452 |202,324 |217,228 |4,530
02000US4 |4 |West |B17020B |14 |12 to 17 years |239,543 |+/-7,469 |232,074 |247,012 |4,540
02000US4 |4 |West |B17020B |15 |18 to 64 years |1,575,305 |+/-12,812 |1,562,493 |1,588,117 |7,789
02000US4 |4 |West |B17020B |16 |65 to 74 years |129,211 |+/-3,235 |125,976 |132,446 |1,966
02000US4 |4 |West |B17020B |17 |75 years and over |85,061 |+/-2,725 |82,336 |87,786 |1,657
02000US4 |4 |West |B17020C |1 |Total: |1,133,072 |+/-18,456 |1,114,616 |1,151,528 |11,220
02000US4 |4 |West |B17020C |2 |Income in the past 12 months below poverty level: |317,765 |+/-13,131 |304,634 |330,896 |7,982
02000US4 |4 |West |B17020C |3 |Under 5 years |37,209 |+/-3,666 |33,543 |40,875 |2,228
02000US4 |4 |West |B17020C |4 |5 years |7,459 |+/-1,619 |5,840 |9,078 |984
02000US4 |4 |West |B17020C |5 |6 to 11 years |38,968 |+/-3,846 |35,122 |42,814 |2,338
02000US4 |4 |West |B17020C |6 |12 to 17 years |43,139 |+/-3,670 |39,469 |46,809 |2,231
02000US4 |4 |West |B17020C |7 |18 to 64 years |174,310 |+/-7,528 |166,782 |181,838 |4,576
02000US4 |4 |West |B17020C |8 |65 to 74 years |8,599 |+/-1,485 |7,114 |10,084 |903
02000US4 |4 |West |B17020C |9 |75 years and over |8,081 |+/-1,285 |6,796 |9,366 |781
02000US4 |4 |West |B17020C |10 |Income in the past 12 months at or above poverty level: |815,307 |+/-19,170 |796,137 |834,477 |11,653
02000US4 |4 |West |B17020C |11 |Under 5 years |51,553 |+/-3,827 |47,726 |55,380 |2,326
02000US4 |4 |West |B17020C |12 |5 years |10,205 |+/-1,908 |8,297 |12,113 |1,160
02000US4 |4 |West |B17020C |13 |6 to 11 years |69,603 |+/-4,517 |65,086 |74,120 |2,746
02000US4 |4 |West |B17020C |14 |12 to 17 years |84,094 |+/-4,873 |79,221 |88,967 |2,962
02000US4 |4 |West |B17020C |15 |18 to 64 years |536,440 |+/-11,222 |525,218 |547,662 |6,822
02000US4 |4 |West |B17020C |16 |65 to 74 years |42,516 |+/-2,747 |39,769 |45,263 |1,670
02000US4 |4 |West |B17020C |17 |75 years and over |20,896 |+/-1,957 |18,939 |22,853 |1,190
02000US4 |4 |West |B17020D |1 |Total: |6,035,677 |+/-22,158 |6,013,519 |6,057,835 |13,470
02000US4 |4 |West |B17020D |2 |Income in the past 12 months below poverty level: |597,071 |+/-23,431 |573,640 |620,502 |14,244
02000US4 |4 |West |B17020D |3 |Under 5 years |31,830 |+/-3,472 |28,358 |35,302 |2,111
02000US4 |4 |West |B17020D |4 |5 years |5,545 |+/-1,589 |3,956 |7,134 |966
02000US4 |4 |West |B17020D |5 |6 to 11 years |43,907 |+/-4,600 |39,307 |48,507 |2,797
02000US4 |4 |West |B17020D |6 |12 to 17 years |52,856 |+/-4,415 |48,441 |57,271 |2,684
02000US4 |4 |West |B17020D |7 |18 to 64 years |394,578 |+/-15,876 |378,702 |410,454 |9,651
02000US4 |4 |West |B17020D |8 |65 to 74 years |34,314 |+/-4,033 |30,281 |38,347 |2,451
02000US4 |4 |West |B17020D |9 |75 years and over |34,041 |+/-3,428 |30,613 |37,469 |2,084
02000US4 |4 |West |B17020D |10 |Income in the past 12 months at or above poverty level: |5,438,606 |+/-30,543 |5,408,063 |5,469,149 |18,567
02000US4 |4 |West |B17020D |11 |Under 5 years |316,885 |+/-5,702 |311,183 |322,587 |3,466
02000US4 |4 |West |B17020D |12 |5 years |63,922 |+/-3,634 |60,288 |67,556 |2,209
02000US4 |4 |West |B17020D |13 |6 to 11 years |363,424 |+/-8,552 |354,872 |371,976 |5,199
02000US4 |4 |West |B17020D |14 |12 to 17 years |390,970 |+/-9,179 |381,791 |400,149 |5,580
02000US4 |4 |West |B17020D |15 |18 to 64 years |3,685,493 |+/-20,251 |3,665,242 |3,705,744 |12,311
02000US4 |4 |West |B17020D |16 |65 to 74 years |343,021 |+/-4,776 |338,245 |347,797 |2,904
02000US4 |4 |West |B17020D |17 |75 years and over |274,891 |+/-4,217 |270,674 |279,108 |2,564
02000US4 |4 |West |B17020E |1 |Total: |323,081 |+/-6,615 |316,466 |329,696 |4,021
02000US4 |4 |West |B17020E |2 |Income in the past 12 months below poverty level: |50,406 |+/-6,599 |43,807 |57,005 |4,011
02000US4 |4 |West |B17020E |3 |Under 5 years |4,670 |+/-1,175 |3,495 |5,845 |715
02000US4 |4 |West |B17020E |4 |5 years |1,207 |+/-630 |577 |1,837 |383
02000US4 |4 |West |B17020E |5 |6 to 11 years |6,237 |+/-1,789 |4,448 |8,026 |1,088
02000US4 |4 |West |B17020E |6 |12 to 17 years |7,286 |+/-1,701 |5,585 |8,987 |1,034
02000US4 |4 |West |B17020E |7 |18 to 64 years |28,708 |+/-3,699 |25,009 |32,407 |2,248
02000US4 |4 |West |B17020E |8 |65 to 74 years |1,234 |+/-513 |721 |1,747 |312
02000US4 |4 |West |B17020E |9 |75 years and over |1,064 |+/-749 |315 |1,813 |455
02000US4 |4 |West |B17020E |10 |Income in the past 12 months at or above poverty level: |272,675 |+/-7,770 |264,905 |280,445 |4,723
02000US4 |4 |West |B17020E |11 |Under 5 years |16,321 |+/-1,913 |14,408 |18,234 |1,163
02000US4 |4 |West |B17020E |12 |5 years |5,030 |+/-1,102 |3,928 |6,132 |670
02000US4 |4 |West |B17020E |13 |6 to 11 years |23,276 |+/-2,120 |21,156 |25,396 |1,289
02000US4 |4 |West |B17020E |14 |12 to 17 years |25,652 |+/-2,270 |23,382 |27,922 |1,380
02000US4 |4 |West |B17020E |15 |18 to 64 years |184,108 |+/-5,032 |179,076 |189,140 |3,059
02000US4 |4 |West |B17020E |16 |65 to 74 years |12,145 |+/-1,336 |10,809 |13,481 |812
02000US4 |4 |West |B17020E |17 |75 years and over |6,143 |+/-1,193 |4,950 |7,336 |726
02000US4 |4 |West |B17020F |1 |Total: |8,208,955 |+/-71,217 |8,137,738 |8,280,172 |43,293
02000US4 |4 |West |B17020F |2 |Income in the past 12 months below poverty level: |1,617,260 |+/-45,871 |1,571,389 |1,663,131 |27,885
02000US4 |4 |West |B17020F |3 |Under 5 years |228,591 |+/-10,735 |217,856 |239,326 |6,526
02000US4 |4 |West |B17020F |4 |5 years |42,145 |+/-3,863 |38,282 |46,008 |2,348
02000US4 |4 |West |B17020F |5 |6 to 11 years |244,193 |+/-12,115 |232,078 |256,308 |7,365
02000US4 |4 |West |B17020F |6 |12 to 17 years |216,874 |+/-10,601 |206,273 |227,475 |6,444
02000US4 |4 |West |B17020F |7 |18 to 64 years |833,566 |+/-22,631 |810,935 |856,197 |13,757
02000US4 |4 |West |B17020F |8 |65 to 74 years |29,808 |+/-3,092 |26,716 |32,900 |1,880
02000US4 |4 |West |B17020F |9 |75 years and over |22,083 |+/-3,009 |19,074 |25,092 |1,829
02000US4 |4 |West |B17020F |10 |Income in the past 12 months at or above poverty level: |6,591,695 |+/-64,687 |6,527,008 |6,656,382 |39,323
02000US4 |4 |West |B17020F |11 |Under 5 years |585,763 |+/-13,036 |572,727 |598,799 |7,925
02000US4 |4 |West |B17020F |12 |5 years |111,726 |+/-6,331 |105,395 |118,057 |3,848
02000US4 |4 |West |B17020F |13 |6 to 11 years |662,069 |+/-15,786 |646,283 |677,855 |9,596
02000US4 |4 |West |B17020F |14 |12 to 17 years |673,217 |+/-13,314 |659,903 |686,531 |8,093
02000US4 |4 |West |B17020F |15 |18 to 64 years |4,263,186 |+/-42,051 |4,221,135 |4,305,237 |25,563
02000US4 |4 |West |B17020F |16 |65 to 74 years |181,363 |+/-6,285 |175,078 |187,648 |3,821
02000US4 |4 |West |B17020F |17 |75 years and over |114,371 |+/-6,210 |108,161 |120,581 |3,775
02000US4 |4 |West |B17020G |1 |Total: |2,315,999 |+/-31,009 |2,284,990 |2,347,008 |18,850
02000US4 |4 |West |B17020G |2 |Income in the past 12 months below poverty level: |303,298 |+/-16,047 |287,251 |319,345 |9,755
02000US4 |4 |West |B17020G |3 |Under 5 years |58,472 |+/-5,625 |52,847 |64,097 |3,420
02000US4 |4 |West |B17020G |4 |5 years |8,371 |+/-1,517 |6,854 |9,888 |922
02000US4 |4 |West |B17020G |5 |6 to 11 years |48,196 |+/-4,349 |43,847 |52,545 |2,644
02000US4 |4 |West |B17020G |6 |12 to 17 years |38,406 |+/-3,958 |34,448 |42,364 |2,406
02000US4 |4 |West |B17020G |7 |18 to 64 years |141,166 |+/-7,123 |134,043 |148,289 |4,330
02000US4 |4 |West |B17020G |8 |65 to 74 years |4,656 |+/-1,109 |3,547 |5,765 |674
02000US4 |4 |West |B17020G |9 |75 years and over |4,031 |+/-953 |3,078 |4,984 |580
02000US4 |4 |West |B17020G |10 |Income in the past 12 months at or above poverty level: |2,012,701 |+/-29,293 |1,983,408 |2,041,994 |17,807
02000US4 |4 |West |B17020G |11 |Under 5 years |314,811 |+/-10,108 |304,703 |324,919 |6,144
02000US4 |4 |West |B17020G |12 |5 years |51,778 |+/-3,799 |47,979 |55,577 |2,309
02000US4 |4 |West |B17020G |13 |6 to 11 years |311,907 |+/-9,726 |302,181 |321,633 |5,913
02000US4 |4 |West |B17020G |14 |12 to 17 years |294,843 |+/-9,536 |285,307 |304,379 |5,797
02000US4 |4 |West |B17020G |15 |18 to 64 years |955,775 |+/-18,832 |936,943 |974,607 |11,448
02000US4 |4 |West |B17020G |16 |65 to 74 years |51,690 |+/-3,538 |48,152 |55,228 |2,150
02000US4 |4 |West |B17020G |17 |75 years and over |31,897 |+/-2,628 |29,269 |34,525 |1,597
02000US4 |4 |West |B17020H |1 |Total: |37,506,296 |+/-19,392 |37,486,904 |37,525,688 |11,789
02000US4 |4 |West |B17020H |2 |Income in the past 12 months below poverty level: |3,292,385 |+/-50,390 |3,241,995 |3,342,775 |30,632
02000US4 |4 |West |B17020H |3 |Under 5 years |216,600 |+/-9,719 |206,881 |226,319 |5,908
02000US4 |4 |West |B17020H |4 |5 years |40,041 |+/-3,907 |36,134 |43,948 |2,375
02000US4 |4 |West |B17020H |5 |6 to 11 years |234,166 |+/-11,883 |222,283 |246,049 |7,224
02000US4 |4 |West |B17020H |6 |12 to 17 years |242,734 |+/-10,281 |232,453 |253,015 |6,250
02000US4 |4 |West |B17020H |7 |18 to 64 years |2,187,333 |+/-34,149 |2,153,184 |2,221,482 |20,759
02000US4 |4 |West |B17020H |8 |65 to 74 years |159,340 |+/-5,921 |153,419 |165,261 |3,599
02000US4 |4 |West |B17020H |9 |75 years and over |212,171 |+/-6,108 |206,063 |218,279 |3,713
02000US4 |4 |West |B17020H |10 |Income in the past 12 months at or above poverty level: |34,213,911 |+/-51,682 |34,162,229 |34,265,593 |31,417
02000US4 |4 |West |B17020H |11 |Under 5 years |1,838,933 |+/-10,459 |1,828,474 |1,849,392 |6,358
02000US4 |4 |West |B17020H |12 |5 years |355,843 |+/-9,264 |346,579 |365,107 |5,632
02000US4 |4 |West |B17020H |13 |6 to 11 years |2,259,577 |+/-19,615 |2,239,962 |2,279,192 |11,924
02000US4 |4 |West |B17020H |14 |12 to 17 years |2,580,363 |+/-15,425 |2,564,938 |2,595,788 |9,377
02000US4 |4 |West |B17020H |15 |18 to 64 years |22,048,251 |+/-34,794 |22,013,457 |22,083,045 |21,151
02000US4 |4 |West |B17020H |16 |65 to 74 years |2,631,609 |+/-6,240 |2,625,369 |2,637,849 |3,793
02000US4 |4 |West |B17020H |17 |75 years and over |2,499,335 |+/-6,575 |2,492,760 |2,505,910 |3,997
02000US4 |4 |West |B17020I |1 |Total: |18,491,130 |+/-8,986 |18,482,144 |18,500,116 |5,463
02000US4 |4 |West |B17020I |2 |Income in the past 12 months below poverty level: |3,694,070 |+/-61,136 |3,632,934 |3,755,206 |37,165
02000US4 |4 |West |B17020I |3 |Under 5 years |554,574 |+/-12,253 |542,321 |566,827 |7,448
02000US4 |4 |West |B17020I |4 |5 years |99,754 |+/-5,275 |94,479 |105,029 |3,206
02000US4 |4 |West |B17020I |5 |6 to 11 years |558,270 |+/-16,390 |541,880 |574,660 |9,964
02000US4 |4 |West |B17020I |6 |12 to 17 years |491,070 |+/-14,442 |476,628 |505,512 |8,780
02000US4 |4 |West |B17020I |7 |18 to 64 years |1,855,508 |+/-33,167 |1,822,341 |1,888,675 |20,162
02000US4 |4 |West |B17020I |8 |65 to 74 years |73,456 |+/-4,959 |68,497 |78,415 |3,015
02000US4 |4 |West |B17020I |9 |75 years and over |61,438 |+/-4,457 |56,981 |65,895 |2,709
02000US4 |4 |West |B17020I |10 |Income in the past 12 months at or above poverty level: |14,797,060 |+/-61,426 |14,735,634 |14,858,486 |37,341
02000US4 |4 |West |B17020I |11 |Under 5 years |1,448,287 |+/-12,167 |1,436,120 |1,460,454 |7,396
02000US4 |4 |West |B17020I |12 |5 years |267,010 |+/-8,432 |258,578 |275,442 |5,126
02000US4 |4 |West |B17020I |13 |6 to 11 years |1,582,588 |+/-18,466 |1,564,122 |1,601,054 |11,226
02000US4 |4 |West |B17020I |14 |12 to 17 years |1,558,122 |+/-20,230 |1,537,892 |1,578,352 |12,298
02000US4 |4 |West |B17020I |15 |18 to 64 years |9,169,013 |+/-33,404 |9,135,609 |9,202,417 |20,306
02000US4 |4 |West |B17020I |16 |65 to 74 years |453,507 |+/-4,911 |448,596 |458,418 |2,986
02000US4 |4 |West |B17020I |17 |75 years and over |318,533 |+/-4,895 |313,638 |323,428 |2,976
02000US4 |4 |West |B17021 |1 |Total: |67,907,457 |+/-16,070 |67,891,387 |67,923,527 |9,769
02000US4 |4 |West |B17021 |2 |Income in the past 12 months below poverty level: |8,733,729 |+/-97,747 |8,635,982 |8,831,476 |59,421
